Name,kV,kV_Sort,Owner,Status,Circuit,Type,Legend,Length_Mil,Length_Fee,TLine_Name,Source,Comments,Creator,Creator_Da,Last_Edito,Last_Edi_1,GlobalID,geometry,lon,lat,risk_label,NDVI,slope,landcover
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,1.0,4799.72339963,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,2747cf3f-562a-47da-8d9b-b673ac4542bc,POINT (-116.88395633089844 34.25603675046843),-116.88395633089844,34.25603675046843,0,0.2170661513749542,4.573686599731445,42.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,1.0,2956.98034694,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,30843d24-8bc2-4570-8a6c-b06fce3637ca,POINT (-116.88881549673806 34.24941880138748),-116.88881549673806,34.24941880138748,0,0.104354340636249,2.166910171508789,21.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,1.0,5622.66264025,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,0644241a-78dd-46fe-b48c-2d25e103fb94,POINT (-116.9035643628059 34.24058995930733),-116.9035643628059,34.24058995930733,0,0.5133027293258247,3.5698916912078857,21.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,1.0,6986.14779424,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,9836c9c1-480d-46cb-8c18-7c92b167a702,POINT (-116.8938166434663 34.242430494097725),-116.8938166434663,34.242430494097725,0,0.4451156372728237,7.273745536804199,21.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,0.0,175.77425673,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,4f6b3b8e-359c-4580-aed7-b901d2f80b00,POINT (-116.88574193052474 34.24743714147868),-116.88574193052474,34.24743714147868,0,0.1691946821308012,0.9274099469184875,21.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,1.0,4601.98901427,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,ae485835-b946-4b66-bb43-a8ab991c1c59,POINT (-116.88208664674403 34.23716205861051),-116.88208664674403,34.23716205861051,0,0.5454069281841476,2.166826009750366,21.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,1.0,4564.40763641,,BVES,Partially underground,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,42f5b2a1-64c0-4c3d-acda-3176d1e11a3a,POINT (-116.8879629945677 34.242906870934235),-116.8879629945677,34.242906870934235,0,0.0246522647041666,7.705028533935547,24.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,3.0,13844.77733717,,BVES,,PRECORD,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,23079ac9-b8ff-4bdb-975e-33182d1e4d35,POINT (-116.86831963606015 34.23759776894345),-116.86831963606015,34.23759776894345,0,0.5709280315742841,7.244983196258545,21.0
BVES 34kV,34.0,34.0,BVES,Operational,Single,OH,Other_33_92kV,0.0,1902.47830735,,BVES,,FTHONG,2013-04-19,SVC_AGIS_SQLADM,2016-04-25,e1d5895b-d4e7-4a15-839a-e1cbebd2732b,POINT (-116.85976096868937 34.226390892697644),-116.85976096868937,34.226390892697644,0,0.413204421757209,16.245059967041016,22.0
BVES 33kV,33.0,33.0,BVES,Operational,Single,OH,Other_33_92kV,3.0,18048.23985369,Radford-Harnish,Google & BING & ESRI & BVES,,FTHONG,2013-04-22,SVC_AGIS_SQLADM,2016-04-25,fe7c090e-c5d9-4d8f-88e3-2d5968b34bef,POINT (-116.9086317459999 34.21717735417806),-116.9086317459999,34.21717735417806,0,0.5415825325519549,5.978281497955322,42.0
LIBERTY ENERGY 69kV,69.0,69.0,CALPECO,Operational,,OH,Other_33_92kV,0.0,146.24026427,,Jim Woodward,,FTHONG,2011-08-08,SVC_AGIS_SQLADM,2016-04-25,33c024ab-cd3b-4630-b17f-e860eb172cc8,POINT (-120.14964659727116 39.40004905389151),-120.14964659727116,39.40004905389151,0,0.2295643619652686,5.207547664642334,52.0
LIBERTY ENERGY 69kV,69.0,69.0,CALPECO,Operational,,OH,Other_33_92kV,3.0,15503.38897059,,Google Earth,Unsure path due to low resolution of aerial photo,FTHONG,2011-08-08,SVC_AGIS_SQLADM,2016-04-25,777ce0ec-39ce-4a4e-8c9a-8d12924f4803,POINT (-120.17311610227739 39.40363704661741),-120.17311610227739,39.40363704661741,0,0.5931468172951235,1.5165646076202393,42.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Double,OH,Other_110_161kV,20.0,105957.95014398,,Digital Globe,,MTUCK,2008-11-07,SVC_AGIS_SQLADM,2016-04-25,3c628d44-4864-4fb7-bbe2-8152211d730f,POINT (-120.12076585543323 37.8284497680344),-120.12076585543323,37.8284497680344,0,0.4823565587691604,3.017313584250792,52.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,1.0,3743.46356355,,Digital Globe,,MTUCK,2008-11-24,SVC_AGIS_SQLADM,2016-04-25,76bf1dc7-dd2a-4c80-9b15-5c4b14d1d2a7,POINT (-119.95962448447057 37.87653171134802),-119.95962448447057,37.87653171134802,0,0.7542416815911018,23.608686447143555,52.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,1.0,3745.71316149,,Digital Globe,,MTUCK,2008-11-24,SVC_AGIS_SQLADM,2016-04-25,8d1255e2-1941-4b2e-af73-952c3fa88a2a,POINT (-119.95941748879592 37.876399851341105),-119.95941748879592,37.876399851341105,0,0.5825610783487785,21.005599975585938,52.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Double,OH,Other_110_161kV,41.0,215292.99587769,,Digital Globe,,MTUCK,2008-11-24,SVC_AGIS_SQLADM,2016-04-25,e323a90d-4780-407b-a39e-a967f49a2be7,POINT (-120.65958851645979 37.75765756421299),-120.65958851645979,37.75765756421299,0,0.2198955682868403,5.032890796661377,71.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Double,OH,Other_110_161kV,28.0,149362.62180141,,Digital Globe,,MTUCK,2008-11-24,SVC_AGIS_SQLADM,2016-04-25,ee872be9-cbe8-4cfb-96e7-c066b38aab5b,POINT (-120.54741992486147 37.77423100701375),-120.54741992486147,37.77423100701375,0,0.2901803087300558,11.381831197582189,52.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Double,OH,Other_110_161kV,12.0,65796.7951357,,Digital Globe,,MTUCK,2008-11-24,SVC_AGIS_SQLADM,2016-04-25,4f551255-eec0-4776-bc83-4a230e69e7ac,POINT (-120.91297815023059 37.71959138291152),-120.91297815023059,37.71959138291152,0,0.772696502444528,3.634002685546875,82.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Double,OH,Other_110_161kV,58.0,304293.60492479,,Digital Globe,,DWHITEHORN; MTUCK,2009-03-20,SVC_AGIS_SQLADM,2016-04-25,b214e46b-971f-4c73-b222-3473e300f292,POINT (-121.52240917097149 37.61936703340361),-121.52240917097149,37.61936703340361,0,0.3137576389923983,6.568260129726894,52.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,2.0,8444.71682716,,US TOPO,,FTHONG,2010-06-17,SVC_AGIS_SQLADM,2016-04-25,09148942-c617-4492-acbb-b8e59a35e213,POINT (-119.96644875218148 37.88580521579191),-119.96644875218148,37.88580521579191,0,0.3535108958837772,31.824609756469727,42.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,0.0,2505.89463192,,BING,,FTHONG,2010-06-25,SVC_AGIS_SQLADM,2016-04-25,b3b94456-142a-456c-b7f0-082f2163b5ba,POINT (-120.92157011719284 37.71615280145215),-120.92157011719284,37.71615280145215,0,0.0277298120873539,4.380369663238525,24.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,0.0,2477.3741961,,BING,,FTHONG,2010-06-25,SVC_AGIS_SQLADM,2016-04-25,8d3cefda-620b-4376-9d15-d1ce7ab2a50a,POINT (-120.92140469135228 37.716262794147326),-120.92140469135228,37.716262794147326,0,0.0126495726495726,3.970240354537964,24.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,1.0,3090.57128027,,Google & BING,,FTHONG,2010-11-16,SVC_AGIS_SQLADM,2016-04-25,637696e4-7e78-4919-a360-8ebd16d3564f,POINT (-121.35429667436566 37.6199767862014),-121.35429667436566,37.6199767862014,0,0.0471360700368333,0.9274099469184875,71.0
CCSF 115kV,115.0,115.0,CCSF,Operational,Single,OH,Other_110_161kV,1.0,3104.81331108,,Google & BING,,FTHONG,2010-11-16,SVC_AGIS_SQLADM,2016-04-25,0ea3e5e8-895e-4b5f-acc2-3c72306b9b7d,POINT (-121.35996574238658 37.61598456457263),-121.35996574238658,37.61598456457263,0,0.1928513024179418,3.016012668609619,71.0
IID 230kV,230.0,230.0,IID,Operational,Double,OH,IID_230kV,55.0,289915.16733222,,Digital Globe; ESRI,,MTUCK; TDAVID,2008-09-12,SVC_AGIS_SQLADM,2016-04-25,cffcbfd3-06d1-460f-963a-1c894846b173,POINT (-115.7655015707799 33.43737037817115),-115.7655015707799,33.43737037817115,0,0.052235172828546,2.221778392791748,31.0
IID 92kV,92.0,92.0,IID,Operational,Single,OH,IID_34.5_92kV,18.0,95299.34315812,,Digital Globe,,MTUCK,2008-09-12,SVC_AGIS_SQLADM,2016-04-25,424c7188-ee9b-46b5-a3ba-2bd0d03bfc17,POINT (-116.0526553980728 33.56783368902748),-116.0526553980728,33.56783368902748,0,0.6480470390592188,2.9941365718841557,82.0
IID 230kV,230.0,230.0,IID,Operational,Double,OH,IID_230kV,31.0,166220.65626082,,Digital Globe,,TDAVID,2008-09-08,SVC_AGIS_SQLADM,2016-04-25,f42052da-1c22-4546-b7aa-bcc588d4e80a,POINT (-115.32725368392832 32.990494582823516),-115.32725368392832,32.990494582823516,0,0.1820712297480551,0.0,82.0
